,content,supportUkraine
4255,"#Respect @Visa and @Mastercard for halting operations in Russia 🇷🇺 due to Putin’s criminal invasion war in Ukraine 
#StandWithUkraine 🇺🇦 https://t.co/FE33q0l4L8",0
4256,"Russia is conducting a disinformation campaign to destabilise Ukraine and act as a pretext for invasion.

Diplomacy is the only way forward. 

Russia must end its reckless activity &amp; respect its international commitments. 

#StandWithUkraine. @FCDOGovUK https://t.co/KvlLI9XoWq",0
4257,"@denisebatters Canada cannot #StandWithUkraine because a substantial majority of Canadians, 90%+ of those (60%+) who voted BQ, Green, LPC and NDP, don't want to stand with anyone or for anything. They want someone else to act like a real, grown-up country ... not us.",0
4258,#AZOVNAZIS Bandera #Ukronazis Holocaust #NaziUkraine https://t.co/0c9OshZIyy,1
4259,"I stand with Ukraine, but I also stand with Russian citizens.
I do not stand with the Russian army.",0
4260,"#BidenMarketCrash 

Great job....Support #NaziUkraine and BOYCOTT largest Nation On Earth.

#EndRussiaSanctions 

#PeaceSummitNow",1
4261,"Americans: “We stand with Ukraine!” 

Fake Americans: “Unless it makes gas prices go up” https://t.co/L2n9WlHuun",0
4262,@OzKaterji Stand with Ukraine! Stay strong!,0
4263,@ThatBShar I do not care if gas is a few dollars higher or whatever. I stand with Ukraine even if it costs me money.,0
4264,"ALL OF you understand 
why #IStandWithPutin  #istandwithrussia unapologetically so. https://t.co/iDQTsytsFk",1
4265,"In light of #german collaboration with mass-murderer #putin, you MUST sanction #nordstream2 IMMEDIATELY. 
#StandWithUkraine 
@POTUS
@SecBlinken
@robportman
@RepMarcyKaptur
@amyklobuchar
@SenatorCardin @SenatorShaheen https://t.co/p0FclFpLx4",0
4266,"The 🐝 empire is still tormenting everyone. Sigh.

#Putin #IStandWithPutin #istandwithrussia #NaziUkraine #Russian #Russia #USA #EU #Azov #Ukraine #Europe #China #BRICS https://t.co/iifA5e7UIH",1
4267,Stand With Ukraine https://t.co/smv9pzNyoX just donated!,0
4268,"Stand with #Ukraine! 🇺🇦🇺🇦🇺🇦

Glory to #Ukraine!
Glory to #Heroes! https://t.co/EDMRGND5YD",0
4269,tough for me as I'm addicted to @CostaCoffee but enough is enough tell your boss  @CocaCola_GB  you cannot continue to operate on the Russian market supporting the alleged war criminal supreme leader dropping bombs on kids #BoycottCocaCola #StandWithUkraine,0
4270,"I really don't know people can still support Ukraine. Multiple cases of Racism, #Azov Nazi brutality against its own citizens.

#NaziUkraine https://t.co/ud030f7K8U",1
4271,@UCPCaucus @HomeniukJ #StandWithUkraine to help the maintain their independence. #Ukrainian culture must be saved.,0
4272,#BoycottMcDonalds bc it makes my shit like Russian oil. #StandWithUkraine #FastFood #BigMac,0
4273,Correcting the record 5/  #standwithUkraine #saynotoputin #ukraine #russia #disinformation #NATO https://t.co/hoM3GGMVQX,0
4274,"Wow amazing Prague ❤️❤️❤️🇺🇦👏
#StandWithUkraine https://t.co/5vY9eFxkYh",0
4275,He is right...UKRAINE MUST REMAIN UKRAINE! and Russia needs to give back all previously stolen Ukrainian territory...then be made to answer for numerous crimes. FUCK RUSSIA! #StandWithUkraine https://t.co/FSTex1yDEj,0
4276,"@blackintheempir Ukraine- I’ve heard the name before - isn’t that where Biden, Pelosi, Romney, Kerry, etc. have sons that work there? 🤔 after the McCain / Nuland coup in 2014? They fill their bank accounts up and care less about us!
#IStandWithRussia 🇷🇺 Z 
🇺🇸🙏🏻✝️✨⚡️ https://t.co/wXnuRRD2Np",1
4277,@AVindman @VetVoiceFound @moas_eu Thank you for posting this. Just donated! #StandWithUkraine,0
4278,We as a WORLD must #StopPutinNOW we must as members of NATO reach out to Ukraine and welcome them to the fold. We must #StandWithUkraine or we have failed humanity.  Putin is crazy and must not be allowed to control the conversation! Put him in his place! https://t.co/U0Szxm6nlp,0
4279,"Kuwait 🇰🇼 stands with #Palestine
#Ackrite #KeepItReal #Papimentary #بغلف_التميز #اضراب_البدون2 #IStandWithRussia #ChuvakPutin #IStandWithYemen #IStandWithUighur #FreePalestine #IStandWithPalestine https://t.co/4w3F8QDqxJ",1
4280,"We can stand with Ukraine and still responsibly verify what we read. We are living in an age now where images, video, conversations, news coverage can all be faked.

Stop clicking and slow down and think.",0
4281,"Nice message the Russian people will never see... 
#IronDome #NoFlyZone 
#PutinWarCriminal #StopRussia #StopPutin #SanctionLukashenko
#SlavaUkraini #Ukraine #StandWithUkraine https://t.co/28bSYH5XCd",0
4282,@SecBlinken Canada is also with the USA in an attempt to stand with Ukraine.,0
4283,"@nexta_tv Thank you, Stephen @StephenKing, for your support! #StandWithUkraine",0
4284,You can fool some of the people... After months of socially distancing by several meters #Putin seems to have taken on a holographic appearance. #Ukraine #Russia #StandWithUkraine https://t.co/1aT3xTuznI,0
4285,"I enjoy watching Djokovic play tennis but I am exhausted from the small but influential handful of professional athletes and how they have acted. If you don’t want to get the vaccine, don’t. Being cagey &amp; deceptive is an entirely different story, especially when people are dying https://t.co/XXJdLS0bVm",0
4286,"#UkraineRussianWar

I believe you will NOT stand with Ukraine after finishing listening to this rather lengthy but true portrait of Zelensky by an immigrant Ukrainian resident: 

https://t.co/1yl04lgXLb",0
4287,"@EtoBuziashvili The 🇵🇱 people stand with 🇺🇦
#StandWithUkraine",0
4288,"A loan to #Ukraine??
How are they supposed to repay it?? 
They’re facing a war with Russia! 

#StandWithUkraine https://t.co/Is0pIEBDq1",0
4289,@HomoConch They stand with Ukraine by giving Russia everything they want.,0
4290,Brittney Griner was arrested in Moscow is this backlash in Russia on America and LGBT people?#Ukraine #StandWithUkraine,0
4291,"“You are in a country that is not doing what it should be doing.”
- Paul Mason

Solidarity with Ukraine, Trafalgar Square, London, today.

#StandWithUkraine https://t.co/l5RfsUC7oM",0
4292,"@niehaus_carl @lubovabravitova @LindiweZulu6 @MYANC Clearly Lindiwe Zulu's consciousness has left her, she is hanging around Nazis now.
#IStandWithPutin
#IStandWithRussia https://t.co/cpebDIWqc6",1
4293,"Take it ""BACH"" to the high! :(

#Bitcoin #Svoboda #NaziUkraine #Nazism 

@Schwarzenegger @Ukraine 

// crypto stocks prediction BTCUSD bit cash lite coin doge coin ethereum shibu avalanche ape coin bitcoin weekly chart // azov azob svoboda nazis in the sewers nazi Schwarzenegger https://t.co/bo1ptLMueT",1
4294,"Make no mistake -- Putin is a fascist (fascism: authoritarian ultranationalism characterized by dictatorial power, forcible suppression of opposition, and strong regimentation of society). #StandWithUkraine",0
4295,Good read @hofrench #Colonialism #imperialism lies of ''western INTERNATIONAL order or systems'' that continues to colonized OTHERS and why #ukraine is #WeSupportRussia #IStandWithRussia #IStandWithPutin... still to be given a voice in WHITE paper....etc https://t.co/cLV1pEPz48,1
4296,@Kateandtheboys Surprised you don't stand with Ukraine. Aren't anti vaxers supposed to be brave freedom fighters? 😂,0
4297,"On this Ukrainian National Unity Day, I #StandWithUkraine. 🇺🇦 is home to a strong and resilient people, and the United States will continue to stand with them in the face of Kremlin aggression. https://t.co/ct07R015kS",0
4298,"Playing in the 2022 Welsh Open semifinal against Joe Perry, Jack Lisowski placed an image of Ukrainian 🇺🇦 frag on his shirt in support of our people in the fight against the military invasion of Russian troops.

#snooker #WARINUKRAINE #StandWithUkraine #StopWar https://t.co/qVEWhzOaCe",0
4299,"@sofiiasanches98 @ZelenskyyUa @naftalibennett Whatever has happened has happened, now whatever is happening has to be stopped, right?
Stand with Ukraine 🇺🇦",0
4300,"UKRAINE - WAR IS MADNESS! - Sign the Petition! https://t.co/MpsiUXCwyd via @Change 
#STANDWITHUKRAINE #Ukraina #pomocUkrainie #UkraineUnderAttack",0
4301,I STAND WITH UKRAINE 🇺🇦🇺🇦🇺🇦 DOWN WITH PUTIN AND HIS PUPPETS. #45 ET ALL. https://t.co/UTvKE0HoIb,0
4302,Disgusting #NaziUkraine https://t.co/6NNAlg9An1,1
4303,"Every single #Nazi jew has deleted all the info on #google &amp; only mentioned that they were raised in a zionist family....
#NeoNazis 
#zioNaZis 
#NaziUkraine 
#Germany 
#Angela https://t.co/YDcSlgiw9N https://t.co/4yOoT9anU2",1
4304,"#Putin realizes he's no match against #Biden &amp; America.
Vlad The #SHRIMPaler knows we WILL stand by Ukraine, our Ally, no matter what.
Now Biden needs to tell him MOVE THE TROOPS NOW or face crippling economic sanctions.
#UkraineWillResist
#StandWithUkraine
#DeadlineWH
#MSNBC",0
4305,@MFA_Ukraine With you I #StandWithUkraine #UkraineWave,0
4306,@YvonneKirlew down with Putin! Stay home @Russia! Stand with @Ukraine #StandWithUkraine,0
4307,I #StandWithUkraine. And so should you. https://t.co/RTryRXXQ0i,0
4308,@uwleah Dawgs stick together! #UGA,0
4309,You will never walk alone #liverpool #Ukraine #StandWithUkraine 🙏☮️💜🇺🇦😊🌏🇬🇧 thanks you #together #StopPutinNOW https://t.co/IOs8TD2UHa,0
4310,"MEP @KubiliusA:

⛔ We need to stop imports of Russian oil and gas immediately.

‼️ Each day, we are paying to Putin for 100 new T-72 tanks, twice more than Ukrainians are able to destroy during one day on the battlefield. 

Hear more ⤵️

#StandWithUkraine #StopPutinNOW https://t.co/A8qlQiEuEd",0
4311,@ARAMAC_DC @UkrCongComAm Who’s interests are you representing? Clearly not Armenia’s. Armenia DOES NOT stand with Ukraine.,0
4312,I stand with Russia 🇷🇺 #istandwithrussia  USA is the main enemy 💯 truth shall be told ✅✨ https://t.co/dxEMQRVEXJ,1
4313,"@BBCNews label it as ""controversial Azov regiment"".

BBC refuse to call them Nazis. They are complicit in Ukraine Nazi propaganda.

British public need to stop funding BBC Nazi &amp; Zio propaganda at £159 per yr. #BoycottBBCLicenseFee 

#NaziUkraine #AzovBattalion https://t.co/oz9dFDiA9S https://t.co/WxhyrmRuvg",1
4314,"A Shout Out, To ALL of The ALLIES, GLOBALLY !! ⬆️⭐️🇺🇦🌎🇺🇸🇮🇪🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇨🇦🇩🇰🇫🇮🇵🇱🇩🇪🇷🇴🇭🇺🇲🇩🇸🇰🇱🇹🇱🇻🇪🇪🇮🇹🌎⬆️⭐️⭐️⭐️⭐️⭐️⬆️🇺🇦⭐️ WE STAND WITH UKRAINE 🇺🇦 !! ⬆️⭐️⭐️⭐️⭐️⭐️⬆️⬆️👏👏👏👏👏⬆️",0
4315,Buying items (digital downloads are best) on Etsy from sellers in Ukraine is a great way to put $ in their bank accounts fast. #STANDWITHUKRAINE,0
4316,@UWCongress @conucrania The members of @NATO and @Europarl_EN need to ALL #StandWithUkraine &amp; face discomfort of #RussianSanctions including #NoSWIFT for #Sperbank #BankofRussia and ending #NordStream2 !,0
4317,How successive U.S. administrations all dragged their heels in arming Ukraine(Rick Bowmer/The Associated Press)That would require providing direct military assistance so that Uk... #StandWithUkraine  https://t.co/ytOdSFlZr5,0
4318,"”Allies continue to stand with Ukraine and fully support its sovereignty and territorial integrity, as well as the principle that all countries have the right to decide on their own path and their alliances.” https://t.co/mMg7qgLsOa",0
4319,"Fuck @KremlinRussia_E , we stand with @Ukraine ! https://t.co/3CHoOLUfBI",0
4320,"@McFaul For some American politicians, #IStandWithUkraine is basically ""i stand with Ukraine as long as it doesn't impact me at all"". Just hot air.",0
4321,"An Expansion of NATO towards the East is not defence. It's an offence. Simple as. 

#IStandWithRussia #NATOInUkraineNow 

https://t.co/WPc9AcdJLU",1
4322,"Please @RepRoKhanna listen to foreign policy experts on Russia / Ukraine like @AVindman and myself and stop using whoever ur listening too, because they clearly have no clue what they are talking about or are a Russian Mole!!

I beg u, #StandWithUkraine !!!",0
4323,"Biden /Washington /Pentagon wants #Ukraine dead. USA will bury Ukraine, sociopaths don't care. There are too much of mess and evidences of the USA war crimes built-up for the past 20 years in Ukraine. #ZelenskyWarCriminal #WarCrimes #StopNATO 
#IStandWithRussia #Lavrov https://t.co/qOM4p4pB0W",1
4324,alliances with respect not fear and intimidation.  something west needs to learn.  eventually that fear instilled turns to hate #istandwithputin https://t.co/cNV5ktJzQ9,1
4325,"@NotHoodlum Don't care. Care about #inflation #economy national #debt. #SleepyJoe #Biden provokes #war &amp; supports #Nazism #Nazi #Ukraine #NaziUkraine #nazisinukraine &amp; doesn't want #Peace. Everytime the rest World hope #Ukraine &amp; #Russia can seize #fighting, #USA #America #NATO send #weapons https://t.co/KTMhgQF4o9",1
4326,Embassy of Ukraine Georgetown Washington DC! #standwithukraine #ukraine #stopputin #stoprussianaggression https://t.co/0aVwBBAOt3,0
4327,"@senrobportman What a load of 💩 surely didn't stand with Ukraine when your boss Trump used extortion,no you let him off the hook TWICE for his crimes. #Accomplice #TrumpCoupAttempt #GOPTraitorsToDemocracy #GopAreRacist #JohnLewisFreedomAct https://t.co/igC7cemxf0",0
4328,@chipfranklin I stand with Ukraine but don't have their flag in my emojis.,0
4329,ALBERTANS do stand with Ukraine But Kenney stop reaching for Votes ALBERTANS Care Fo You Really? https://t.co/et9o0Es1IE,0
4330,"#StandWithUkraine

SharePic by POLITpiX @ZIGGYDROP https://t.co/qR5grWPYKj",0
4331,@VelshiMSNBC @ruthbenghiat Stand with Ukraine.,0
4332,Watching the new #musicvideo in our official Gysnoize Recordings #youtube channel Stand with Ukraine Soldiers! War is come to my home to my love country and i'm pray for all people and Ukrainian solders in my country to be strong! I stand with my people with my country but i… https://t.co/baVAOzNH4P,0
4333,"@DorTahereh 🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9",0
4334,"@MaizyDaizyZzzz The “ covid cult” just changed the name to “ I stand with Ukraine” cult , the same group and most important it is a cult just renamed one 🤷‍♀️🤦‍♀️",0
4335,Stand With Ukraine Rally - https://t.co/8cFlZRBUJd https://t.co/FLnV6CtXAq,0
4336,@lizfable #StandWithUkraine #StopPutinNOW #NoFlyZoneOverUkraine @POTUS please #manup!!!,0
4337,That took balls! #StandWithUkraine https://t.co/KTTF6CxguM,0
4338,"134) #DefeatPutin #StandWithUkraine #StopRussianDisinformation

Ukrainian missile knocks down Russian helicopter

https://t.co/zUBC7UBxx8",0
4339,"#StandWithUkraine 

God knows we need all the friends we can muster against Putin. https://t.co/Jvx6EZ6JAq",0
4340,@KyivIndependent Hoping that everyone stays safe and this is over soon. Stay strong! We stand with Ukraine!,0
4341,"I Stand With UKRAINE                                                                                                                                                          Order from here👇👇
https://t.co/4XoBISmdF0
#StandWithUkraine️
#IStandWithZelenskyy https://t.co/iigBHIFasU",0
4342,"Time to check in with our #Chechen brothers who have been kicking ass since the day they landed in #naziukraine 

Cleaning of #AZOVNAZIS pigs in full swing

#UkraineNazi https://t.co/bdyPLkAqzF",1
4343,"Warning Graphic
Corpses of #AzovBattalion all over the streets in #Mariupol, #Russia.
#war #Ukraine #nazi #RussiaUkraineWar #UkraineWar #NaziUkraine #NATO #USA https://t.co/jCQvXzmmtH",1
4344,"Putin is a monster, and it is not hyperbole to say he is risking all life on earth to get his way. The hissy-fit to end all hissy-fits. Why did we allow him to become this powerful? God help us, and #StandWithUkraine ... https://t.co/5Oj89HaYQ9",0
4345,"@IranianRomania @shahnazfarzaneh 🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9",0
4346,@chipfranklin I stand with Ukraine! 🇺🇦.,0
4347,Let’s keep this going!! #StandWithUkraine https://t.co/9lOa9da8zX,0
4348,#StandWithUkraine Save the children 🌻 https://t.co/tPYzBsxN0x,0
4349,"Will somebody remind #AndreaAustin? That deaf woman… well, she maliciously &amp; deliberately left a bad review on my book 🙄 because she was offended LOL

#AzovBattalion #NaziUkraine #KKK #JesseHelms #RobertByrd https://t.co/2Grjw7vlKK",1
4350,"@robcrilly Us Tigrians from northern Ethiopia stand with UKRAINE,because #Tigray is going through hell, because of the war opened on it by Ethiopian regime &amp; Eritrean regime which was invited by Ethiopia.10s of 1000s of civilians massacred &amp; raped. We feel UKRAINE'S pain",0
4351,#Zelenskyy after sniffing cocaine. This is the Chief Drug Addict of #NaziUkraine who is promoted by #Nazi sympathizers from #Estonia #Latvia #Lithuania #Germany #Poland #UnitedKingdom #USA and this junky is a close friend of #BorisJohnson the Chief Scarecrow of the #EmpireOfLies https://t.co/T1FYD4qOGo,1
4352,"Join the global #UkrainianWave 

RT #StandWithUkraine + ✊ https://t.co/LZNwaD1DwF",0
4353,"@nytimes Dems ""stand with Ukraine"" when they're invaded but don't ""stand with the USA"" when we've been invaded since Biden took office 🙄",0
4354,"The free world has lost Hong Kong already. We should not lose another free country again. We shall never surrender! Stand with Ukraine. Defend democracy and freedom!

#fightforfreedom #StandWithUkraine https://t.co/ad6vY38gMa",0
4355,"@GirkinGirkin I Yeah, somethings not right with this video. This does not bode well for the citizens of Ukraine. Putin’s request for written response from the USA this week? They will be concessions once Putin takes all of Ukraine
#StandWithUkraine",0
4356,"Letter signed by US congress denouncing the Azov Batallion as terrorists and nazis. But now they are good nazis.
#UScongress #AzovBattalion #NeoNazis #NaziUkraine #mikepompeo #Terrorists https://t.co/0CN7793mAB",1
4357,"Dear @RoKhanna 
#UKRAINE WAS non-aligned prior to #Russia's 2014 invasion/occupation of both E. Ukraine &amp; illegal annexation of Crimea, &amp; brutality of Ukrainians, Crimean Tatars!
🇷🇺 #RussiaInvadedUkraine 🇺🇦 
#StandWithUkraine 🇺🇦 
You're an Idiot! Discuss! https://t.co/nkdqEnusxd",0
4358,"As usual, Tucker Carlson is a LIAR &amp; MORON! All #UKRAINE is asking for is modern arms, NOT troops, so it can defend itself against #Putin/#Russia!
🇷🇺 #RussiaInvadedUkraine 🇺🇦 in 2014...#UKRAINE is still fighting them, on its own soil!
🇺🇦 #StandWithUkraine 🇺🇦 https://t.co/CEybsJRcsd",0
4359,"Great news...
#StandWithUkraine 💙💛🌻 https://t.co/59x4BVF6vM",0
4360,"@UliaMed58530727 Putin is good for no one, except russian billionaires and Trump (his friends). Stand with @ukraine! #StandWithUkraine",0
4361,"#Operation #PaperClip was against #BlackAmericans and this is why the ⁦@CIA⁩ &amp; ⁦@FBI⁩ created the Mass
“FEAR OF THE RISE OF A BLACK MESSIAH”

So does it make sense… #NaziUkraine #Nazi #Immigrants to #America is a #War Operation 
AGAINST THE ORGANIC BLACK GRASSROOTS https://t.co/xLdsrmL1u6",1
4362,"The West intensively draws the image of holy #Ukraine. How would Westerners know this nuance?

#ZelenskyWarCriminal #UkraineRussiaWar #NATO #USA #NaziUkraine #DonbassGenocide https://t.co/eUrk3PY0vS",1
4363,"@_everythingism @maxseddon That's funny. Now ask yourself this. Why are the USA and Australia p-ssed at Solomon Islands, for aligning with China. Societies get to choose , don't they?

#istandwithrussia",1
4364,"And it's not from yesterday the ""aggressive monkey bonobo neanderthal Germans"" are acting like bonobobut from 2014 when @KremlinRussia_E Putin was warning the world about the #NaziUkraine @AzovBattalionUk in #dombass "" YOU ALL CALLED HIM A LIER "" REMEMBER?? THIS IS HIS REACTION!",1
4365,Plus you can leave a note with the order and a review for the shop owner with words of encouragement. Sometimes a few caring words can go a long way. #STANDWITHUKRAINE,0
4366,"#Ukraine: #StandWithUkraine
https://t.co/cik7Xf37g6 
New Arrivals

Unique, original, s̷o̷r̷t̷a̷ couture.
Conceptualized and designed by us, for you! https://t.co/9ZJtjC9MHp",0
4367,"I deliberately didn’t share Rubio or Daines’ tweets. But a detail in Rubio’s tweet is worth noting …  his camera was turned off. In other words, he photographed the meeting, against Ukraine’s wishes … WHILE HIDING AS HE DID IT.

#StandWithUkraine not the #PartyofPutin https://t.co/JW6ncFosAX https://t.co/k7yT3zmcCn",0
4368,"Some good news! 

#PressFreedom
#StandWithUkraine https://t.co/sXp78qw7ja",0
4369,"@ArmedForcesUkr Be on the side of the good guys, #StandWithUkraine https://t.co/COoZQ8lI0V",0
4370,#IStandWithPutin Russia accomplished their mission in Keiv by exposing the bio-weapons facilities and leaving #VladimirPutin is an awesome leader and will end this Nazi regime,1
4371,"WTF is WRONG with Republicans?!?
They have put Pres. Zolenzky, every Ukrainian, American &amp; NATO ally lives at risk! CENSURE &amp; REMOVE THEM from their committee assignments IMMEDIATELY! #NationalSecurity
#SlavaUkraini #StandWithUkraine 🇺🇦✊🇺🇲
https://t.co/JUgV5VOMdv",0
4372,@InvestorHumbl Putin is an idiot and needs to be gone. @Russia get on that. Stand with @ukraine! #StandWithUkraine,0
4373,"@RussianEmbassy @lilitica @mfa_russia @RusembUkraine Russia, all day long. 

#Ukraine 
#istandwithrussia",1
4374,"The most ""disrespectful"" is that  #UkranianNazis don't admit their fanatism over brutal #Nazism psychology, having the full bunch of evidences shadowing Nazis ideology. Would it be count as a betrayal by Ukraine their EU/UK/US Nazis vassals? #Russia #IStandWithRussia https://t.co/FjJLC5IqC3",1
4375,"The left 2021: FUCK NAZIS!
The left 2022: it's ok to be Nazi as long as THEY'RE Ukrainian.
What's up with that?
#UkraineRussiaWar #RussiaUkraineConflict #NaziUkraine #Nazism",1
4376,"#Russian concept of ""humanitarian aid.""
#IronDome #NoFlyZone 
#PutinWarCriminal #StopRussia #StopPutin #SanctionLukashenko
#SlavaUkraini #Ukraine #StandWithUkraine https://t.co/5kPCtiIKP3",0
4377,"I hit 10,084 steps while walking 4.60 miles today. First day down, 29 to go. 
#SlavaUkraini #StandWithUkraine #StopPutinNOW #UNHCR 
https://t.co/htAJrCqVh1 https://t.co/Yp7yydwAJW",0
4378,"I met @BetoORourke when he ran against Ted Cruz for a Senate seat. I remember thinking that he wasn’t quite ready. Today I met him again. It is nice to see how people evolve and grow. He is less forced, more comfortable and really connects with the issues. Very interesting.",0
4379,@SkySportsNews #StandWithUkraine #Polina #semyon Maybe @ChelseaFC fans should be shouting their names..Putin Murdered theses children and their parents https://t.co/tnjFdzTgZZ,0
4380,"@RonnyJacksonTX What's your plan -- go over there and start another forever war? Putin postures while Russia starves; just this morning, the White House announced it would stand with Ukraine:

https://t.co/LR8VueTZIn",0
4381,"@NFurry5 @RT_com Like what.. drive your tank? 😂 Hey killer, know what V stands for... #Viagra 🤣 #Z #IStandWithPutin 
#StandWithUkraine #PuckFutin https://t.co/Jae94PRyId https://t.co/EfMSzmLEaz",1
4382,@ZelenskyyUa @POTUS Real Americans stand with Ukraine. Not like the traitors that follow @TuckerCarlson and @FoxNews.,0
4383,"On this symbolic day of Ukraine’s Unity, the Ukrainian World Congress calls on all Ukrainians and friends of Ukraine to stand with Ukraine and stand against Russian aggression. #StandWithUkraine #StopPutinNow!  https://t.co/6A0o2WK5R6",0
4384,While this is all good I’d like to see this data compared to 2019. Comparing this type of data against 2020 is a bit misrepresented. https://t.co/0uwYnvPpV3,0
4385,"Here are a few Etsy sellers with digital downloads in Ukraine. #STANDWITHUKRAINE 
https://t.co/MvgVaRvNiV",0
4386,"German politicians trying to justify their weak line on Russia often cite the historic burden they feel because of the war. But if anything, they have just as great a duty towards Ukraine. While Russia lost 13% of its pop in the war, UA lost more than 16%. #standwithukraine https://t.co/h9d17P2eol",0
4387,"@SenWhitehouse @matthewlubbeck We need to do more to help them!  It cannot just be our prayers are with you or we stand with Ukraine. If we will not institute a #NoFlyZoneOverUkraine, then they need more airplanes!!!",0
4388,"We #StandWithUkraine. You can help. Check out 
@razomforukraine
 if you'd like to donate. Razom organizes the provision of humanitarian aid:  https://t.co/mxnWNwIVk5",0
4389,"https://t.co/UioRKAPth2

PUTIN YOU WAR CRIMINAL 
YOU DISGUSTING POS
#StandWithUkraine 🌻",0
4390,"Happy Unity Day of #Ukraine!

This day has a significant political and historical meaning for the formation of the independent Ukrainian state.

Only together we are strong. Let's keep it in mind and celebrate our unity. Congratulations!🇺🇦

#StandWithUkraine https://t.co/9sbgqi78DV",0
4391,"After US #sanctions on Russia 9th March the Russian #Ruble dropped to 138.75 Rubles to a US Dollar 
Today it is 73 Rubles to a US Dollar  
getting stronger each day 
it got stronger than the Indian #Rupee 
#UkraineWar #NaziUkraine #AzovNazi #Mariupol https://t.co/Ug4MxtoGbx",1
4392,"@The_Burwel1 @Kevingr42490662 @Sporky0313 @Mycupsofcoffee @IAPonomarenko But if Ukraine wins it will then need to win the peace and prove its fitness to join the EU.

We #StandWithUkraine because we believe in civilised democracy, human rights and rule of law, and reject Putin's tyranny.",0
4393,"Cannot come soon enough!!!  For the sake of the World, Putin must cease to exist #standwithUkraine https://t.co/OF4P5ZGCuH",0
4394,"The Central &amp; Eastern European Council in Canada (CEEC), representing the interests of 4.5M Cdns of Central &amp; Eastern European heritage, calls on all Canadians to join the #StandWithUkraine campaign on Jan 22. 
https://t.co/c7QTLk2Dij",0
4395,"Just established centre is ‼️looking for volunteers who have a command of English and Ukrainian‼️, &amp; with experience in diplomacy or work in international institutions. #HelpUkraine #StandWithUkraine #Ukraine
https://t.co/kUy1OHQ1KS",0
4396,"for the security of your motherland everything is fair
#IStandWithPutin",1
4397,Today’s video message to the people of #Ukraine 🇺🇦 President ⁦@ZelenskyyUa⁩ #manoftheyear #StandWithUkraine #GodSaveUkraine💛💙🇺🇦 https://t.co/Es6AOh5xRA,0
4398,"Actions have consequences.
#IStandWithRussia https://t.co/S4dw2mPty8",1
4399,"@jkenney @UWCongress You stand with Ukraine you stand with Soros, Biden and Hunter",0
4400,"I stand with #Ukraine 🇺🇦 
#IStandWithUkraine",0
4401,"@lubovabravitova Ukrainian people hate black people we saw that on national tv 🚮

#istandwithrussia 🇷🇺🇿🇦✌🏼",1
4402,@VolodymyrDotCom Why #NaziUkraine Iz evil https://t.co/yJQRjdLgDD,1
4403,"@sumlenny 🇩🇪 + 🇷🇺 collusion + corruption + racism + collaboration: NOTHING has changed and NO ONE has learned a damned thing since WWII.
#Stand With Ukraine 
#UkraineWillResist",0
4404,"""One Sold His Car To Come""
#StandWithUkraine https://t.co/hQBeOtuMSR",0
4405,"THREAD - resources in #Ukraine for those with #disabilities  There is also a newsletter at the bottom of the thread. 
#UkraineRescue #UkraineHelp #StandWithUkraine https://t.co/zWD8hOiNp9",0
4406,"@UnderSecStateP @EivindVP In the highly militarized west no 'leader' and few individuals speak of peace or negotiation. Certainly not, since #USA #NATO #NaziUkraine #EU #UK profit so mightily from the wars Washington provokes.. https://t.co/14i3K57V4G",1
4407,@LindseyGrahamSC @ZelenskyyUa I’m glad you’ve changed your mind and now stand with Ukraine. Hope the rest of the GOP follows suit and gets off Putin’s teet.,0
4408,Meanwhile Canada doesn’t allow visa-free access to Ukrainian citizens despite our historic ties &amp; large diaspora here. What happens if Russia invades? @ukrcancongress @melaniejoly #cdnpoli #Ukraine @erinotoole @CPC_HQ @PremierScottMoe @jkenney @fordnation #standwithUkraine https://t.co/NP9NWrgkzD,0
4409,"The core of the stand with Ukraine movement are posers, pig turds.

I'm not talking about the ignorant people that are outside of the core.",0
4410,We Germans seem to have a twisted understanding of responsibility and anti war efforts. Anne Applebaum is right: our refusal to support Ukraine is in practice not „anti-war“. It’s „pro-war“. #StandWithUkraine https://t.co/b9OabVVwCe,0
4411,"Come on, they need our help NOW 🇺🇦❤️ #StandWithUkraine @ZelenskyyUa #StopRussia #Ukraine @BBC @SkyNews https://t.co/qk3L4tTZhW",0
4412,Determined faces of Ukraine’s defenders. #StandWithUkraine https://t.co/f8kzafULEV,0
4413,Mask Mandates Lifted; Californians Stand With Ukraine: CA Stories https://t.co/uaStcKBM8k,0
4414,I Co-hosted a #CookForUkraine event with @racheleats tonight for @MSF and it was delicious. If you gave friends you can do it. Just buy @Olia_Hercules books for recipes. #standwithukraine https://t.co/5XjeSogDZx,0
4415,"@MariusVizer In the light of Russian invasion of a sovereign nation of Ukraine and their senseless bombardment of cities and killing of civilians, I urge IJF to take action against Russia and ban their participation in international competitions!!! Stand with Ukraine! ❤️✊🇺🇦🥋",0
